republican.therm,democrat.therm,gender,race,partisanship,income,education,age,religion
54,61,Female,Hispanic,Democrat,"50,000 - 59,999",4-year College Degree,35,Christian
7,88,Male,White/Caucasian,Independent,"60,000 - 69,999",Some College,75,Athiest
9,82,Female,White/Caucasian,Democrat,"60,000 - 69,999",Some College,61,Other
19,100,Male,White/Caucasian,Democrat,"80,000 - 89,999",Doctoral Degree,35,Christian
68,63,Male,Other,Independent,"80,000 - 89,999",Masters Degree,37,Other
52,84,Female,Hispanic,Democrat,"30,000 - 39,999",High School / GED,53,Christian
70,69,Female,Other,Independent,"Less than 30,000",Some College,20,Christian
26,64,Male,White/Caucasian,Independent,"30,000 - 39,999",Some College,23,Athiest
55,76,Male,Hispanic,Democrat,"Less than 30,000",Some College,38,Christian
91,0,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,96,Christian
19,79,Male,White/Caucasian,Democrat,"50,000 - 59,999",2-year College Degree,57,Christian
79,75,Male,White/Caucasian,Democrat,"Less than 30,000",4-year College Degree,86,Jewish
40,72,Female,Asian,Independent,"100,000 or more",4-year College Degree,38,Christian
70,6,Male,White/Caucasian,Independent,"40,000 - 49,999",Some College,69,Christian
31,39,Male,White/Caucasian,Democrat,"Less than 30,000",Some College,56,Christian
29,68,Male,White/Caucasian,Independent,"30,000 - 39,999",4-year College Degree,83,Athiest
74,5,Male,White/Caucasian,Republican,"100,000 or more",Masters Degree,30,Christian
45,44,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,45,Christian
38,71,Male,White/Caucasian,Democrat,"30,000 - 39,999",Some College,52,Christian
23,93,Male,African American,Democrat,"100,000 or more",Masters Degree,52,Christian
24,27,Female,Native American,Other,"Less than 30,000",High School / GED,28,Other
0,0,Male,White/Caucasian,Democrat,"90,000 - 99,999",4-year College Degree,46,Christian
64,40,Female,Hispanic,Independent,"60,000 - 69,999","Professional Degree (JD, MD)",24,Other
47,58,Male,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,47,Christian
2,80,Female,White/Caucasian,Democrat,"Less than 30,000",2-year College Degree,69,Christian
81,85,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,34,Christian
83,85,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,34,Christian
20,54,Female,Hispanic,Democrat,"40,000 - 49,999",Masters Degree,24,Christian
37,32,Female,Hispanic,Other,"Less than 30,000",High School / GED,27,Other
38,81,Female,Hispanic,Democrat,"30,000 - 39,999",Some College,26,Christian
2,91,Female,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,32,Other
100,0,Male,White/Caucasian,Republican,"40,000 - 49,999",Some College,47,Christian
16,14,Female,White/Caucasian,Independent,"50,000 - 59,999",Some College,26,Christian
0,0,Female,African American,Independent,"40,000 - 49,999",Some College,55,Christian
73,63,Female,White/Caucasian,Democrat,"30,000 - 39,999",High School / GED,80,Christian
36,100,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,47,Christian
51,51,Female,White/Caucasian,Democrat,"Less than 30,000",Less than High School,57,Christian
43,60,Female,White/Caucasian,Independent,"50,000 - 59,999",Some College,62,Other
0,64,Female,African American,Democrat,"Less than 30,000",4-year College Degree,55,Christian
29,43,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,70,Christian
54,1,Female,Asian,Independent,"50,000 - 59,999",High School / GED,31,Other
13,79,Female,White/Caucasian,Democrat,"50,000 - 59,999",2-year College Degree,30,Christian
8,56,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,23,Other
23,86,Male,White/Caucasian,Democrat,"70,000 - 79,999",Masters Degree,41,Christian
15,76,Female,African American,Independent,"50,000 - 59,999",2-year College Degree,61,Other
82,79,Male,White/Caucasian,Democrat,"100,000 or more","Professional Degree (JD, MD)",39,Jewish
50,51,Male,White/Caucasian,Other,"40,000 - 49,999",Some College,22,Christian
100,11,Male,White/Caucasian,Republican,"40,000 - 49,999",Some College,20,Christian
39,57,Male,White/Caucasian,Independent,"100,000 or more",Doctoral Degree,50,Other
51,20,Female,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,57,Christian
33,83,Female,African American,Democrat,"60,000 - 69,999",Some College,35,Other
87,100,Male,Hispanic,Democrat,"Less than 30,000",High School / GED,34,Other
0,74,Male,White/Caucasian,Democrat,"60,000 - 69,999",2-year College Degree,41,Athiest
52,28,Female,White/Caucasian,Independent,"30,000 - 39,999",Some College,58,Christian
72,12,Female,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,86,Christian
57,42,Female,White/Caucasian,Republican,"50,000 - 59,999",Some College,37,Christian
0,40,Female,Hispanic,Independent,"60,000 - 69,999",4-year College Degree,33,Other
12,76,Female,White/Caucasian,Democrat,"100,000 or more",Some College,55,Other
35,95,Male,White/Caucasian,Democrat,"Less than 30,000",4-year College Degree,43,Jewish
30,13,Male,White/Caucasian,Independent,"Less than 30,000",Doctoral Degree,88,Other
42,54,Male,White/Caucasian,Independent,"70,000 - 79,999",Some College,23,Athiest
51,51,Male,White/Caucasian,Independent,"70,000 - 79,999",4-year College Degree,44,Christian
71,83,Female,White/Caucasian,Democrat,"70,000 - 79,999",2-year College Degree,45,Christian
22,93,Female,African American,Democrat,"60,000 - 69,999",Masters Degree,30,Christian
0,70,Female,White/Caucasian,Democrat,"60,000 - 69,999",Masters Degree,27,Other
36,34,Female,White/Caucasian,Independent,"70,000 - 79,999",Some College,46,Christian
12,81,Female,White/Caucasian,Independent,"100,000 or more",Masters Degree,59,Christian
100,0,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,66,Christian
40,93,Female,White/Caucasian,Democrat,"50,000 - 59,999",Masters Degree,73,Christian
70,75,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,54,Christian
20,93,Female,White/Caucasian,Democrat,"70,000 - 79,999",Masters Degree,28,Other
83,75,Male,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,25,Christian
67,96,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,39,Christian
84,72,Female,Asian,Republican,"100,000 or more",Masters Degree,43,Christian
100,100,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,51,Christian
100,100,Male,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,51,Christian
54,47,Male,White/Caucasian,Independent,"40,000 - 49,999",4-year College Degree,71,Christian
51,51,Female,Asian,Independent,"100,000 or more",4-year College Degree,35,Christian
56,72,Female,Hispanic,Republican,"50,000 - 59,999",Some College,22,Christian
51,100,Female,African American,Democrat,"Less than 30,000",High School / GED,44,Other
61,25,Male,White/Caucasian,Independent,"60,000 - 69,999",Some College,41,Christian
46,53,Male,Other,Independent,"40,000 - 49,999",High School / GED,25,Other
58,32,Female,White/Caucasian,Independent,"Less than 30,000",High School / GED,31,Other
0,0,Male,Hispanic,Independent,"Less than 30,000",2-year College Degree,26,Other
75,38,Female,White/Caucasian,Republican,"60,000 - 69,999",Some College,18,Jewish
80,40,Male,White/Caucasian,Republican,"40,000 - 49,999",4-year College Degree,48,Christian
58,63,Male,White/Caucasian,Independent,"50,000 - 59,999",2-year College Degree,47,Christian
51,100,Male,White/Caucasian,Democrat,"100,000 or more",Masters Degree,50,Christian
20,100,Female,White/Caucasian,Democrat,"30,000 - 39,999",4-year College Degree,75,Jewish
83,40,Male,White/Caucasian,Republican,"50,000 - 59,999",Some College,67,Other
56,25,Male,White/Caucasian,Independent,"60,000 - 69,999",4-year College Degree,23,Christian
43,39,Male,White/Caucasian,Independent,"60,000 - 69,999",Masters Degree,48,Other
51,51,Female,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,60,Christian
0,58,Male,White/Caucasian,Democrat,"80,000 - 89,999",Masters Degree,57,Christian
92,10,Male,White/Caucasian,Republican,"50,000 - 59,999",Some College,46,Other
95,1,Male,White/Caucasian,Republican,"40,000 - 49,999",Some College,66,Christian
2,73,Male,White/Caucasian,Democrat,"60,000 - 69,999",2-year College Degree,25,Christian
100,100,Male,White/Caucasian,Democrat,"60,000 - 69,999",Doctoral Degree,32,Christian
57,83,Male,White/Caucasian,Democrat,"30,000 - 39,999",Some College,41,Christian
0,100,Female,Asian,Democrat,"Less than 30,000",2-year College Degree,55,Other
18,88,Male,White/Caucasian,Democrat,"90,000 - 99,999","Professional Degree (JD, MD)",84,Jewish
90,70,Male,White/Caucasian,Republican,"100,000 or more",Doctoral Degree,75,Jewish
0,95,Male,White/Caucasian,Democrat,"30,000 - 39,999",Masters Degree,49,Christian
85,88,Female,Hispanic,Independent,"100,000 or more",4-year College Degree,41,Christian
0,100,Female,African American,Democrat,"70,000 - 79,999",2-year College Degree,49,Christian
100,100,Male,White/Caucasian,Republican,"Less than 30,000",Some College,54,Christian
63,39,Male,White/Caucasian,Other,"Less than 30,000",Some College,54,Other
24,77,Female,White/Caucasian,Democrat,"Less than 30,000",Some College,19,Christian
8,100,Female,White/Caucasian,Democrat,"50,000 - 59,999",Masters Degree,75,Jewish
79,0,Male,White/Caucasian,Republican,"60,000 - 69,999",Some College,49,Christian
84,78,Male,White/Caucasian,Independent,"Less than 30,000",2-year College Degree,58,Christian
42,40,Female,White/Caucasian,Democrat,"30,000 - 39,999",Some College,25,Christian
79,17,Male,White/Caucasian,Republican,"Less than 30,000",Less than High School,62,Christian
54,52,Male,White/Caucasian,Democrat,"50,000 - 59,999",4-year College Degree,37,Christian
12,0,Female,White/Caucasian,Independent,"100,000 or more",4-year College Degree,58,Christian
73,33,Male,White/Caucasian,Republican,"50,000 - 59,999",2-year College Degree,56,Christian
23,52,Female,African American,Democrat,"100,000 or more",Some College,37,Other
77,39,Female,White/Caucasian,Independent,"100,000 or more",4-year College Degree,75,Jewish
27,87,Male,White/Caucasian,Democrat,"60,000 - 69,999",4-year College Degree,37,Athiest
81,30,Female,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,74,Christian
91,62,Male,White/Caucasian,Republican,"60,000 - 69,999",High School / GED,27,Christian
93,0,Male,White/Caucasian,Republican,"100,000 or more",Some College,45,Christian
100,100,Female,White/Caucasian,Republican,"70,000 - 79,999",Some College,21,Christian
29,33,Female,White/Caucasian,Independent,"100,000 or more",Masters Degree,80,Christian
7,62,Female,Asian,Independent,"70,000 - 79,999","Professional Degree (JD, MD)",36,Christian
51,66,Female,White/Caucasian,Independent,"Less than 30,000",Some College,22,Christian
92,78,Male,White/Caucasian,Republican,"Less than 30,000",Some College,21,Jewish
59,31,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,53,Christian
53,74,Female,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,60,Christian
38,38,Male,White/Caucasian,Independent,"Less than 30,000",4-year College Degree,23,Christian
52,54,Female,Hispanic,Independent,"Less than 30,000",High School / GED,24,Christian
65,30,Female,White/Caucasian,Republican,"Less than 30,000",High School / GED,72,Christian
20,100,Female,White/Caucasian,Democrat,"40,000 - 49,999",Masters Degree,86,Christian
75,72,Male,Other,Other,"Less than 30,000",2-year College Degree,71,Christian
76,91,Male,White/Caucasian,Independent,"70,000 - 79,999",Some College,57,Christian
64,65,Female,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,59,Athiest
100,40,Male,White/Caucasian,Republican,"100,000 or more",4-year College Degree,32,Christian
56,57,Female,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,76,Christian
18,92,Male,White/Caucasian,Democrat,"40,000 - 49,999",4-year College Degree,34,Christian
33,80,Female,Hispanic,Democrat,"30,000 - 39,999",Doctoral Degree,37,Athiest
87,35,Male,White/Caucasian,Republican,"80,000 - 89,999",4-year College Degree,69,Christian
96,28,Male,White/Caucasian,Republican,"60,000 - 69,999",4-year College Degree,49,Jewish
78,42,Male,White/Caucasian,Republican,"90,000 - 99,999",4-year College Degree,61,Christian
98,54,Female,White/Caucasian,Independent,"50,000 - 59,999",High School / GED,90,Christian
92,16,Male,White/Caucasian,Republican,"60,000 - 69,999",High School / GED,53,Christian
21,85,Female,White/Caucasian,Democrat,"Less than 30,000",4-year College Degree,78,Christian
66,63,Female,Asian,Republican,"70,000 - 79,999",4-year College Degree,21,Christian
63,75,Female,Hispanic,Independent,"Less than 30,000",High School / GED,23,Christian
0,23,Male,Asian,Independent,"40,000 - 49,999",Masters Degree,31,Athiest
71,50,Male,White/Caucasian,Republican,"60,000 - 69,999",Some College,56,Christian
1,51,Female,Hispanic,Democrat,"Less than 30,000",Some College,65,Christian
99,100,Male,African American,Independent,"Less than 30,000",Some College,60,Other
16,78,Female,White/Caucasian,Independent,"90,000 - 99,999",4-year College Degree,65,Other
50,64,Male,White/Caucasian,Independent,"70,000 - 79,999",4-year College Degree,47,Christian
19,82,Female,Hispanic,Independent,"60,000 - 69,999",4-year College Degree,25,Jewish
80,61,Female,White/Caucasian,Republican,"30,000 - 39,999",2-year College Degree,57,Christian
37,87,Female,White/Caucasian,Democrat,"100,000 or more",4-year College Degree,40,Christian
98,20,Female,African American,Democrat,"40,000 - 49,999",2-year College Degree,49,Christian
31,75,Male,White/Caucasian,Independent,"40,000 - 49,999",Some College,56,Christian
0,96,Female,White/Caucasian,Democrat,"60,000 - 69,999",4-year College Degree,63,Christian
51,91,Male,White/Caucasian,Democrat,"80,000 - 89,999",4-year College Degree,47,Christian
57,23,Male,White/Caucasian,Independent,"100,000 or more",2-year College Degree,47,Christian
30,33,Female,White/Caucasian,Independent,"100,000 or more",2-year College Degree,20,Christian
17,64,Female,Asian,Democrat,"100,000 or more",2-year College Degree,24,Other
0,70,Male,White/Caucasian,Independent,"80,000 - 89,999",2-year College Degree,75,Jewish
93,22,Female,White/Caucasian,Republican,"30,000 - 39,999",Less than High School,75,Other
0,100,Female,African American,Democrat,"60,000 - 69,999",Masters Degree,46,Christian
34,100,Female,White/Caucasian,Democrat,"30,000 - 39,999",2-year College Degree,25,Other
55,47,Male,White/Caucasian,Republican,"100,000 or more","Professional Degree (JD, MD)",47,Christian
18,58,Female,Hispanic,Democrat,"Less than 30,000",High School / GED,38,Christian
68,68,Male,Asian,Democrat,"40,000 - 49,999",4-year College Degree,21,Christian
54,42,Female,Hispanic,Republican,"40,000 - 49,999",4-year College Degree,44,Christian
24,84,Female,Hispanic,Democrat,"40,000 - 49,999",High School / GED,26,Athiest
88,82,Male,White/Caucasian,Independent,"100,000 or more",Masters Degree,70,Christian
52,51,Male,White/Caucasian,Independent,"100,000 or more",4-year College Degree,26,Athiest
82,44,Female,White/Caucasian,Republican,"70,000 - 79,999",Some College,77,Christian
65,63,Male,White/Caucasian,Republican,"30,000 - 39,999",High School / GED,53,Christian
40,85,Female,White/Caucasian,Democrat,"40,000 - 49,999",Some College,55,Christian
52,11,Male,White/Caucasian,Republican,"80,000 - 89,999",Masters Degree,35,Jewish
